indicator,type,topic,description,response,respondent_group,year,sample_size,result,format
2b,Other,Physical activity,Participate in sports and exercise activities in City of Melbourne,"Yes, in the last 3 months",Female,2018,687,67.4,Per cent
2b,Other,Physical activity,Participate in sports and exercise activities in City of Melbourne,"Yes, in the last 3 months",18-24 years,2018,290,74.7,Per cent
2b,Other,Physical activity,Participate in sports and exercise activities in City of Melbourne,"Yes, in the last 3 months",25-34 years,2018,262,72.6,Per cent
2b,Other,Physical activity,Participate in sports and exercise activities in City of Melbourne,"Yes, in the last 3 months",45-54 years,2018,131,60.4,Per cent
3a,Other,Physical activity,Participate in organised physical activity,"Yes, in the last 3 months",Female,2018,687,29.8,Per cent
3a,Other,Physical activity,Participate in organised physical activity,"Yes, in the last 3 months",25-34 years,2018,262,29.0,Per cent
3a,Other,Physical activity,Participate in organised physical activity,"Yes, in the last 3 months",65+ years,2018,280,15.3,Per cent
3b,Other,Physical activity,"Participate in physical activity organised by a fitness, leisure or indoor sports centre","Yes, in the last 3 months",Carlton 3053,2018,126,19.7,Per cent
3b,Other,Physical activity,"Participate in physical activity organised by a fitness, leisure or indoor sports centre","Yes, in the last 3 months",Docklands 3008,2018,103,7.9,Per cent
3b,Other,Physical activity,"Participate in physical activity organised by a fitness, leisure or indoor sports centre","Yes, in the last 3 months",18-24 years,2018,290,16.1,Per cent
3b,Other,Physical activity,"Participate in physical activity organised by a fitness, leisure or indoor sports centre","Yes, in the last 3 months",25-34 years,2018,262,16.4,Per cent
3b,Other,Physical activity,"Participate in physical activity organised by a fitness, leisure or indoor sports centre","Yes, in the last 3 months",45-54 years,2018,131,6.1,Per cent
3c,Other,Physical activity,Participate in physical activity organised by a sports club or association,"Yes, in the last 3 months",Melbourne 3000,2018,285,9.0,Per cent
3c,Other,Physical activity,Participate in physical activity organised by a sports club or association,"Yes, in the last 3 months",Male,2018,549,15.1,Per cent
3c,Other,Physical activity,Participate in physical activity organised by a sports club or association,"Yes, in the last 3 months",18-24 years,2018,290,13.2,Per cent
3c,Other,Physical activity,Participate in physical activity organised by a sports club or association,"Yes, in the last 3 months",55-64 years,2018,146,6.0,Per cent
3c,Other,Physical activity,Participate in physical activity organised by a sports club or association,"Yes, in the last 3 months",65+ years,2018,280,8.3,Per cent
4,Other,Health,Self reported health,Reported as excellent or very good,East Melbourne 3002,2018,82,66.5,Per cent
4,Other,Health,Self reported health,Reported as excellent or very good,North Melbourne 3051 / West Melbourne 3003,2018,184,56.0,Per cent
4,Other,Health,Self reported health,Reported as excellent or very good,Parkville 3052,2018,72,44.4,Per cent
4,Other,Health,Self reported health,Reported as excellent or very good,Southbank/ South Wharf 3006,2018,123,44.6,Per cent
4,Other,Health,Self reported health,Reported as excellent or very good,South Yarra 3141 / Melbourne (St Kilda Road) 3004,2018,130,60.9,Per cent
4,Other,Health,Self reported health,Reported as excellent or very good,Male,2018,549,53.8,Per cent
5a,Council Plan Indicator,Decision making,Participate in activities to influence government decision making,"Yes, in the last 12 months",Carlton 3053,2018,126,58.7,Per cent
5a,Council Plan Indicator,Decision making,Participate in activities to influence government decision making,"Yes, in the last 12 months",North Melbourne 3051 / West Melbourne 3003,2018,184,53.9,Per cent
5a,Council Plan Indicator,Decision making,Participate in activities to influence government decision making,"Yes, in the last 12 months",Southbank/ South Wharf 3006,2018,123,57.2,Per cent
5a,Council Plan Indicator,Decision making,Participate in activities to influence government decision making,"Yes, in the last 12 months",Male,2018,549,56.1,Per cent
5a,Council Plan Indicator,Decision making,Participate in activities to influence government decision making,"Yes, in the last 12 months",Female,2018,687,56.9,Per cent
5a,Council Plan Indicator,Decision making,Participate in activities to influence government decision making,"Yes, in the last 12 months",25-34 years,2018,262,54.2,Per cent
5a,Council Plan Indicator,Decision making,Participate in activities to influence government decision making,"Yes, in the last 12 months",45-54 years,2018,131,75.3,Per cent
6b,Other,Food security,Skipped meals,"Yes, in the last 12 months",Docklands 3008,2018,102,13.2,Per cent
5b,Other,Decision making,Participate in activities in City of Melbourne to influence government decision making,"Yes, in the last 12 months",Carlton 3053,2018,126,39.5,Per cent
5b,Other,Decision making,Participate in activities in City of Melbourne to influence government decision making,"Yes, in the last 12 months",North Melbourne 3051 / West Melbourne 3003,2018,184,37.4,Per cent
5b,Other,Decision making,Participate in activities in City of Melbourne to influence government decision making,"Yes, in the last 12 months",Male,2018,549,42.5,Per cent
5b,Other,Decision making,Participate in activities in City of Melbourne to influence government decision making,"Yes, in the last 12 months",25-34 years,2018,262,38.2,Per cent
5b,Other,Decision making,Participate in activities in City of Melbourne to influence government decision making,"Yes, in the last 12 months",55-64 years,2018,146,58.5,Per cent
6,Council Plan Indicator,Food security,Experienced food insecurity (worried food would run out and/or skipped meals and/or ran out of food),"Yes, in the last 12 months",Docklands 3008,2018,103,23.4,Per cent
6,Council Plan Indicator,Food security,Experienced food insecurity (worried food would run out and/or skipped meals and/or ran out of food),"Yes, in the last 12 months",65+ years,2018,279,4.5,Per cent
6a,Other,Food security,Worried food would run out,"Yes, in the last 12 months",Kensington/ Flemingon 3031,2018,142,21.8,Per cent
6a,Other,Food security,Worried food would run out,"Yes, in the last 12 months",Parkville 3052,2018,71,11.0,Per cent
6a,Other,Food security,Worried food would run out,"Yes, in the last 12 months",South Yarra 3141 / Melbourne (St Kilda Road) 3004,2018,129,15.3,Per cent
6a,Other,Food security,Worried food would run out,"Yes, in the last 12 months",Male,2018,545,17.0,Per cent
6a,Other,Food security,Worried food would run out,"Yes, in the last 12 months",55-64 years,2018,145,5.6,Per cent
6b,Other,Food security,Skipped meals,"Yes, in the last 12 months",Melbourne 3000,2018,281,18.0,Per cent
6b,Other,Food security,Skipped meals,"Yes, in the last 12 months",Southbank/ South Wharf 3006,2018,122,15.0,Per cent
6b,Other,Food security,Skipped meals,"Yes, in the last 12 months",South Yarra 3141 / Melbourne (St Kilda Road) 3004,2018,130,13.2,Per cent
6b,Other,Food security,Skipped meals,"Yes, in the last 12 months",55-64 years,2018,146,4.6,Per cent
6b,Other,Food security,Skipped meals,"Yes, in the last 12 months",65+ years,2018,279,0.1,Per cent
6c,Other,Food security,Ran out of food,"Yes, in the last 12 months",Southbank/ South Wharf 3006,2018,121,12.3,Per cent
6c,Other,Food security,Ran out of food,"Yes, in the last 12 months",Male,2018,545,12.6,Per cent
6c,Other,Food security,Ran out of food,"Yes, in the last 12 months",35-44 years,2018,138,14.3,Per cent
6c,Other,Food security,Ran out of food,"Yes, in the last 12 months",45-54 years,2018,129,4.7,Per cent
6c,Other,Food security,Ran out of food,"Yes, in the last 12 months",65+ years,2018,279,2.7,Per cent
7a,Council Plan Indicator,Perceptions of safety,Feel safe by yourself in your neighbourhood - during the day,Reported as feeling very safe or safe,Female,2018,687,88.2,Per cent
7a,Council Plan Indicator,Perceptions of safety,Feel safe by yourself in your neighbourhood - during the day,Reported as feeling very safe or safe,35-44 years,2018,138,91.4,Per cent
7a,Council Plan Indicator,Perceptions of safety,Feel safe by yourself in your neighbourhood - during the day,Reported as feeling very safe or safe,45-54 years,2018,131,89.8,Per cent
7a,Council Plan Indicator,Perceptions of safety,Feel safe by yourself in your neighbourhood - during the day,Reported as feeling very safe or safe,55-64 years,2018,146,88.7,Per cent
7b,Council Plan Indicator,Perceptions of safety,Feel safe by yourself in your neighbourhood - at night,Reported as feeling very safe or safe,North Melbourne 3051 / West Melbourne 3003,2018,182,66.1,Per cent
7b,Council Plan Indicator,Perceptions of safety,Feel safe by yourself in your neighbourhood - at night,Reported as feeling very safe or safe,35-44 years,2018,137,66.8,Per cent
7c,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - during the day,Reported as feeling very safe or safe,Kensington/ Flemingon 3031,2018,133,86.3,Per cent
7c,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - during the day,Reported as feeling very safe or safe,Melbourne 3000,2018,280,87.3,Per cent
7c,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - during the day,Reported as feeling very safe or safe,Southbank/ South Wharf 3006,2018,118,92.0,Per cent
7c,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - during the day,Reported as feeling very safe or safe,South Yarra 3141 / Melbourne (St Kilda Road) 3004,2018,119,83.2,Per cent
7c,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - during the day,Reported as feeling very safe or safe,Female,2018,652,88.0,Per cent
7d,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - at night,Reported as feeling very safe or safe,City of Melbourne,2018,1086,59.0,Per cent
7d,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - at night,Reported as feeling very safe or safe,East Melbourne 3002,2018,61,51.8,Per cent
7d,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - at night,Reported as feeling very safe or safe,Melbourne 3000,2018,263,62.7,Per cent
7d,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - at night,Reported as feeling very safe or safe,Southbank/ South Wharf 3006,2018,108,57.9,Per cent
7d,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - at night,Reported as feeling very safe or safe,18-24 years,2018,285,53.1,Per cent
7d,Other,Perceptions of safety,Feel safe by yourself on public transport in and around City of Melbourne - at night,Reported as feeling very safe or safe,25-34 years,2018,249,60.6,Per cent
8a,Other,Subjective wellbeing,Satisfaction with standard of living,Average satisfaction score (from 0-10),Melbourne 3000,2018,267,7.7,Average
8a,Other,Subjective wellbeing,Satisfaction with standard of living,Average satisfaction score (from 0-10),North Melbourne 3051 / West Melbourne 3003,2018,178,7.5,Average
8a,Other,Subjective wellbeing,Satisfaction with standard of living,Average satisfaction score (from 0-10),South Yarra 3141 / Melbourne (St Kilda Road) 3004,2018,119,7.8,Average
8a,Other,Subjective wellbeing,Satisfaction with standard of living,Average satisfaction score (from 0-10),Male,2018,513,7.7,Average
8a,Other,Subjective wellbeing,Satisfaction with standard of living,Average satisfaction score (from 0-10),55-64 years,2018,140,8.1,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-10),Carlton 3053,2018,116,7.8,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-10),Docklands 3008,2018,90,7.5,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-10),East Melbourne 3002,2018,77,7.8,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-10),Melbourne 3000,2018,267,7.2,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-10),North Melbourne 3051 / West Melbourne 3003,2018,178,7.5,Average
