Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Brighton East,3/23 Walstab St,3,u,1245000,S,Buxton,28/05/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,28 Welwyn Av,4,h,,S,Buxton,28/05/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,214 Were St,4,h,2310000,S,Buxton,28/05/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brooklyn,2/83 Cypress Av,2,t,490000,SP,hockingstuart,28/05/2016,3012,Western Metropolitan,962,6.4,Brimbank City Council
Brooklyn,2/641 Geelong Rd,2,u,400000,PI,Trimson,28/05/2016,3012,Western Metropolitan,962,6.4,Brimbank City Council
Brunswick,35 Amelia St,3,t,822000,SP,Nelson,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,11 Denman St,4,h,1410000,PI,Jellis,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,19 Horne St,3,h,1550000,S,Nelson,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,30 Lobb St,3,h,740000,PI,Nelson,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,60 Rose St,3,h,947000,S,Woodards,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,2/22 Saxon St,2,u,592500,S,Nelson,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,38 Stewart St,3,h,1317000,S,Nelson,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,11/6 Sydney Rd,1,u,370000,S,Nelson,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,46 Tinning St,2,h,765000,S,Nelson,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,30/108 Union St,2,u,410000,VB,Jellis,28/05/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick East,139 Donald St,3,h,,SN,Barry,28/05/2016,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,106/360 Lygon St,2,u,480000,PI,Jellis,28/05/2016,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,18/408 Lygon St,2,u,400000,SP,Jellis,28/05/2016,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,3/95 Nicholson St,4,t,,S,Woodards,28/05/2016,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,28/29 Nunan St,3,u,570000,S,hockingstuart,28/05/2016,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,3/14 Oconnor St,2,t,771000,SP,Nelson,28/05/2016,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick West,53 Heller St,4,h,1150000,VB,Nelson,28/05/2016,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,214 Hope St,4,h,,S,Jellis,28/05/2016,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,19a Manica St,4,h,1600000,VB,Nelson,28/05/2016,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,4/38 Melville Rd,2,t,598000,S,Nelson,28/05/2016,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,2/530 Victoria St,2,u,497000,S,Hodges,28/05/2016,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,5/22 Whitby St,2,u,403000,S,hockingstuart,28/05/2016,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Bulla,110 Green St,5,h,,SN,Jason,28/05/2016,3428,Western Metropolitan,271,22.9,Hume City Council
Bulleen,1 Fuller St,4,h,1351000,S,Jellis,28/05/2016,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bulleen,13 Hillside Rd,2,h,1060000,S,Jellis,28/05/2016,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bulleen,17 Kathleen Gr,3,h,1063000,S,Jellis,28/05/2016,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bundoora,31 Anderson Pde,3,h,600000,SP,Barry,28/05/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,2 Cabernet Cr,3,h,615000,PI,Ray,28/05/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,41 Carbeen Dr,3,h,550000,VB,Noel,28/05/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,5 Jacqueline Rd,3,h,610000,S,Barry,28/05/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,18 Milton Pde,3,h,682000,S,Barry,28/05/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,15 Princeton Tce,3,h,624000,S,Barry,28/05/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,8 Willunga Wy,4,h,513750,S,Darren,28/05/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Burnside Heights,48 Cunningham Ch,3,t,365000,S,Barry,28/05/2016,3023,Western Metropolitan,1686,14.8,Melton City Council
Burwood,10 Goold St,3,h,1000000,VB,Noel,28/05/2016,3125,Southern Metropolitan,5678,10.4,Monash City Council
Burwood,1/54 McIntyre St,4,u,800000,PI,Lindellas,28/05/2016,3125,Southern Metropolitan,5678,10.4,Monash City Council
Camberwell,44 Athelstan Rd,5,h,3320000,SP,Weast,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,17 Bringa Av,4,h,3710000,S,Jellis,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,32 Brinsley Rd,3,h,,S,Jellis,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,2 Hazel St,5,h,2125000,PI,Marshall,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,22 Kintore St,4,h,,SP,Jellis,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,36 Pine Av,4,h,3250000,PI,Marshall,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,91 Radnor St,4,h,2030000,S,Jellis,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,612 Riversdale Rd,4,h,2750000,PI,RT,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,11 Webster St,3,h,,S,Woodards,28/05/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Canterbury,8 Avenue Athol,4,t,1742000,S,Fletchers,28/05/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Canterbury,32 Faversham Rd,3,h,,SP,Marshall,28/05/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Canterbury,14 Monomeath Av,5,h,5110000,S,Jellis,28/05/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Canterbury,20 Wentworth Av,5,h,2750000,VB,Jellis,28/05/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Canterbury,28 Wentworth Av,5,h,,SP,Marshall,28/05/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Carlton,106 Canning St,4,h,,S,Jellis,28/05/2016,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,30/188 Faraday St,2,u,589000,S,Nelson,28/05/2016,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carnegie,44 Blackwood St,4,h,1518000,S,hockingstuart,28/05/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,51 Elliott Av,4,h,,S,Jellis,28/05/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,5/33 Gnarwyn Rd,2,u,632500,S,Buxton,28/05/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,6/7 Judd St,2,u,435000,S,Gary,28/05/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,22 Seymour Av,3,t,1190000,S,Gary,28/05/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Caulfield East,8/5 Derby Cr,2,u,555000,S,Ray,28/05/2016,3145,Southern Metropolitan,608,8.4,Glen Eira City Council
Caulfield North,1/355 Alma Rd,2,u,570000,S,Gary,28/05/2016,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield North,3/388 Dandenong Rd,2,u,550000,VB,Gary,28/05/2016,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield North,8/688 Inkerman Rd,2,u,505000,PI,Jellis,28/05/2016,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield North,22 Malakoff St,4,h,,PI,Marshall,28/05/2016,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield South,245 Booran Rd,4,h,1570000,S,hockingstuart,28/05/2016,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Caulfield South,49 Jupiter St,3,h,,SN,hockingstuart,28/05/2016,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Caulfield South,364 Kooyong Rd,4,h,1916000,S,Biggin,28/05/2016,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Chadstone,5/1 Rae St,3,t,,S,Fletchers,28/05/2016,3148,Southern Metropolitan,3582,11.7,Monash City Council
Chadstone,2/2 Robert St,3,t,845000,S,Buxton,28/05/2016,3148,Southern Metropolitan,3582,11.7,Monash City Council
Chelsea,1 Thames Prm,3,h,845500,S,Buxton,28/05/2016,3196,South-Eastern Metropolitan,3906,27,Kingston City Council
Cheltenham,29 Eden St,3,h,1100000,S,OBrien,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,24 Erskine Av,2,h,,S,OBrien,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,32 Hilda St,5,h,1260000,S,OBrien,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,18 Jacaranda Av,3,h,,SP,Buxton,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,9/15 Sunray Av,3,h,715000,S,Hodges,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,14 Tilley St,3,h,,S,OBrien,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,11 Tuck St,3,h,,S,OBrien,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,1/310 Warrigal Rd,2,u,370000,PI,Buxton,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,2 Wilson St,3,h,815000,S,Ray,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,24 Wilson St,3,h,760000,PI,Buxton,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,3/46 Wilson St,2,u,455000,S,OBrien,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,73 Wilson St,3,h,988500,S,Greg,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,15 Wingrove St,3,h,953800,S,Buxton,28/05/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Clarinda,52 Bunney Rd,3,h,757000,S,Century,28/05/2016,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council
Clayton,2/49 Edinburgh St,2,u,575000,SP,Woodards,28/05/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton South,1/1256 Centre Rd,3,u,600000,S,Gary,28/05/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clayton South,53 Glencannon Cr,3,h,,PI,Leyton,28/05/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clifton Hill,21/184 Noone St,3,t,810000,PI,Raine,28/05/2016,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Clifton Hill,63 Spensley St,3,h,,PI,hockingstuart,28/05/2016,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Coburg,9 Beckley St,3,h,1370000,S,Nelson,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,265 Bell St,2,h,700000,VB,Nelson,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,2/44 Berry St,3,t,810000,S,Nelson,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,3/87 Gaffney St,2,u,445000,SP,Raine,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,13 Kaye Ct,4,h,838000,S,Jellis,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,2 McPherson St,2,h,810000,S,Nelson,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,5 Saunders St,4,h,1150000,PI,Nelson,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,6 Younger St,4,h,931000,SP,Brad,28/05/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg North,24 Arthur St,4,h,,SN,Barry,28/05/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,9 Princess St,3,h,,S,Jellis,28/05/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,24 Tonkin Av,3,h,785000,SP,Brad,28/05/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Collingwood,12/120 Cambridge St,2,u,1645000,S,Nelson,28/05/2016,3066,Northern Metropolitan,4553,2,Yarra City Council
Collingwood,8/122 Sackville St,2,u,450000,S,Biggin,28/05/2016,3066,Northern Metropolitan,4553,2,Yarra City Council
Craigieburn,51 Chelsworth Lp,4,h,535000,PI,YPA,28/05/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,10 Gainsborough Dr,4,h,473000,S,YPA,28/05/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,340 Grand Bvd,2,h,,W,YPA,28/05/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,9 Grove Rd,4,h,530500,S,Ray,28/05/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,18 Perth St,4,h,,SN,Barry,28/05/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,4 Rosewood Pl,3,h,,SP,RW,28/05/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,8 Warrawong Ct,4,h,,PI,Barry,28/05/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Cremorne,106 Cremorne St,3,h,,S,Biggin,28/05/2016,3121,Northern Metropolitan,1123,2.4,Yarra City Council
Cremorne,6/145 Cubitt St,3,t,,SP,Jellis,28/05/2016,3121,Northern Metropolitan,1123,2.4,Yarra City Council
Cremorne,12 Melrose St,3,h,1300000,S,Biggin,28/05/2016,3121,Northern Metropolitan,1123,2.4,Yarra City Council
Croydon,8 Cheeseman St,5,h,895000,S,McGrath,28/05/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,1/9 Norman Rd,3,t,,SN,Barry,28/05/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,20 Trawalla Rd,3,h,1071000,S,Philip,28/05/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,2 Whiteflats Tce,3,h,600000,SP,Ray,28/05/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon Hills,9 Patterdale Ct,3,h,,SN,McGrath,28/05/2016,3136,Eastern Metropolitan,1705,23,Maroondah City Council
Dandenong,7/79 Cleeland St,2,u,,PI,Del,28/05/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong,11 Smithson Ct,4,h,520000,S,RW,28/05/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong North,4 Lyall Ct,5,h,795000,S,RW,28/05/2016,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
Diamond Creek,428 Ryans Rd,3,h,605000,S,Buckingham,28/05/2016,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council
Diamond Creek,10 Victoria St,3,h,518000,S,Coventry,28/05/2016,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council
Dingley Village,14 Chadree Ct,3,h,682500,S,Buxton,28/05/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Dingley Village,5 Mungari St,4,h,855000,S,Ray,28/05/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Dingley Village,19 Oploo Ct,3,h,653000,S,Buxton,28/05/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Doncaster,7 Botanic Dr,4,h,1810000,S,Jellis,28/05/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,5 Kalimna Cr,3,h,1150000,PI,Barry,28/05/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,3/20 Queens Av,3,t,901000,S,Jellis,28/05/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster East,3 Colchester Dr,3,t,1387000,S,Barry,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,1/35 Maggs St,3,h,,SN,Parkes,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,11 Newlands Cr,5,h,1200000,PI,Barry,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,10 Oran Ct,4,h,,S,Barry,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,3/75 Renshaw St,2,u,740000,S,Barry,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,2/23 Ross St,3,u,1015000,S,Jellis,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,16 Rowan St,3,h,,PI,Ray,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,7 Sherbrooke Ct,4,h,820000,PI,Barry,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,3 Whalley Ct,3,h,1165000,S,Jellis,28/05/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Donvale,13 Arnold Dr,5,h,,S,Ray,28/05/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,5 Ben Ct,5,h,1057000,S,Barry,28/05/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,1 Exford Pl,4,h,,SP,Parkes,28/05/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Eaglemont,4/143 Locksley Rd,1,u,400000,SP,Miles,28/05/2016,3084,Eastern Metropolitan,1651,8.9,Banyule City Council
East Melbourne,7/45 Gipps St,1,u,750000,SP,Caine,28/05/2016,3002,Northern Metropolitan,3040,1.3,Melbourne City Council
East Melbourne,9/35 Powlett St,2,u,872000,S,Dingle,28/05/2016,3002,Northern Metropolitan,3040,1.3,Melbourne City Council
Elsternwick,101/242 Glen Huntly Rd,2,u,,S,Buxton,28/05/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,5/29 Nepean Hwy,2,u,410000,VB,Gary,28/05/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,8/66 Riddell Pde,2,u,577000,S,Hodges,28/05/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Eltham,112 Brougham St,3,h,645000,S,Barry,28/05/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,2/98 Brougham St,2,u,481000,SP,Mason,28/05/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,69 Frank St,3,h,720000,S,Morrison,28/05/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,65 Luck St,4,h,,S,Morrison,28/05/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,5 Narrawa Cl,5,h,,SP,Barry,28/05/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Elwood,3/2 Bluff Av,2,u,640000,S,Chisholm,28/05/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,32 Milton St,3,h,1830000,S,Chisholm,28/05/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,81 Milton St,3,h,,S,Chisholm,28/05/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,1 Thackeray St,3,h,,S,RT,28/05/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Endeavour Hills,24 Endeavour Cr,3,h,562000,SP,Only,28/05/2016,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council
Epping,40 Baystone Rd,3,h,429000,S,hockingstuart,28/05/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,1 Buckland Cr,3,h,450000,SP,Harcourts,28/05/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,346 Findon Rd,3,h,,S,Harcourts,28/05/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,25 Hall St,3,h,525000,PI,hockingstuart,28/05/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,3 Kinlora Av,3,h,435000,SP,Love,28/05/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,27 McKillop Av,3,h,,PI,Harcourts,28/05/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Essendon,31 Elder Pde,3,h,1500000,PI,Red,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,15 Glen St,3,h,,PI,Rendina,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,3/126 Hoffmans Rd,2,u,,PI,Barry,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,118a Ogilvie St,3,t,925000,VB,Nelson,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,5 Raleigh St,3,h,1290000,S,Nelson,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,1/26 Richardson St,3,t,1275000,SP,Frank,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,1/18 Schofield St,2,u,,SP,Brad,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,15 Wright St,3,h,1045000,S,Nelson,28/05/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon West,50 Ruby St,3,h,1110000,S,Barry,28/05/2016,3040,Western Metropolitan,588,7.5,Moonee Valley City Council
Fairfield,48 Gordon St,3,h,1510000,S,Jellis,28/05/2016,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fairfield,14/233 Station St,1,u,,SP,Ray,28/05/2016,3078,Northern Metropolitan,2970,5.7,Darebin City Council
