ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Address,Latitude,Longitude
Cire Early Learning - Croydon,CIRE SERVICES INCORPORATED,Centre-Based Care,24 View Street,CROYDON,VIC,3136,397232470,"24 View Street, CROYDON, VIC, 3136, Australia",-37.7965461,145.2994715
Dorset Early Learning & Kindergarten,FUTURES FOR KIDS PTY LTD,Centre-Based Care,214-216 Dorset Rd,CROYDON,VIC,3136,397231271,"214-216 Dorset Rd, CROYDON, VIC, 3136, Australia",-37.7906878,145.2913931
Swinburne Children's Centre Croydon,Lilydale Community Child Care Inc,Centre-Based Care,10-52 Norton Road,CROYDON,VIC,3136,397254189,"10-52 Norton Road, CROYDON, VIC, 3136, Australia",-37.8042889,145.2841256
Kardinia Child Care Centre,Melissa Heath,Centre-Based Care,38-40 Warranwood Rd,WARRANWOOD,VIC,3134,03 9876 5900,"38-40 Warranwood Rd, WARRANWOOD, VIC, 3134, Australia",-37.7773844,145.2509866
Community Kids Bayswater Early Education Centre,G8 Education Limited,Centre-Based Care,291 Canterbury Road,BAYSWATER NORTH,VIC,3153,397200774,"291 Canterbury Road, BAYSWATER NORTH, VIC, 3153, Australia",-37.8321502,145.2704485
Dandenong North East Kindergarten,Child & Family Care Network Inc,Centre-Based Care,10 Ingrid Street,DANDENONG,VIC,3175,397920398,"10 Ingrid Street, DANDENONG, VIC, 3175, Australia",-37.9711843,145.2205342
Dandenong North Preschool,Dandenong North Preschool Inc,Centre-Based Care,70A McFees Road,DANDENONG,VIC,3175,397929003,"70A McFees Road, DANDENONG, VIC, 3175, Australia",-37.9646228,145.2197252
Dandenong South Preschool,Dandenong South Preschool Centre Inc,Centre-Based Care,21 Canberra Avenue,DANDENONG,VIC,3175,389003651,"21 Canberra Avenue, DANDENONG, VIC, 3175, Australia",-37.9962964,145.2080824
Heritage Preschool,Heritage Preschool Association Inc,Centre-Based Care,2 Bakers Road,DANDENONG NORTH,VIC,3175,397955068,"2 Bakers Road, DANDENONG NORTH, VIC, 3175, Australia",-37.9537656,145.1963901
Shalimar Park Preschool,Shalimar Park Preschool Assoc Inc,Centre-Based Care,1 Milan Court,DANDENONG NORTH,VIC,3175,397955226,"1 Milan Court, DANDENONG NORTH, VIC, 3175, Australia",-37.9561157,145.2144755
Rosswood Preschool,Rosswood Preschool Inc,Centre-Based Care,70 Outlook Drive,DANDENONG NORTH,VIC,3175,397956010,"70 Outlook Drive, DANDENONG NORTH, VIC, 3175, Australia",-37.9501794,145.2191699
Wangaratta West Out of School Hours Care,WANGARATTA WEST PRIMARY SCHOOL COUNCIL,Centre-Based Care,"Wangaratta West Primary, 47 Phillipson St",WANGARATTA,VIC,3677,357213491,"Wangaratta West Primary, 47 Phillipson St, WANGARATTA, VIC, 3677, Australia",,
Bethal Primary School Kindergarten,Northern Schools Early Years Cluster Inc.,Centre-Based Care,"Bethal Primary School, 26-52 Eldorado Cres",MEADOW HEIGHTS,VIC,3048,393061662,"Bethal Primary School, 26-52 Eldorado Cres, MEADOW HEIGHTS, VIC, 3048, Australia",-37.6597178,144.9184353
Hazel Glen College Children's Programs,HAZEL GLEN COLLEGE,Centre-Based Care,Cookes Rd,DOREEN,VIC,3754,397177565,"Cookes Rd, DOREEN, VIC, 3754, Australia",-37.6017404,145.1385079
3C Kidzcare Waverley,Casey City Church Inc,Centre-Based Care,"Waverley Christian College, 1248 High Street Rd",WANTIRNA SOUTH,VIC,3152,387903921,"Waverley Christian College, 1248 High Street Rd, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8801299,145.2154338
Rivercrest OSHClub,OSHCLUB PTY LTD,Centre-Based Care,500 Soldiers Rd,CLYDE NORTH,VIC,3978,409502737,"500 Soldiers Rd, CLYDE NORTH, VIC, 3978, Australia",-38.0853776,145.3642563
St Margaret Mary's CommunityOSH,COMMUNITYOSH PTY LTD,Centre-Based Care,47-49 Mitchell St,BRUNSWICK,VIC,3056,413544966,"47-49 Mitchell St, BRUNSWICK, VIC, 3056, Australia",-37.7587933,144.965691
St Mary of the Cross MacKillop PS OSHC - Extend,Extend (Australia) Pty Ltd,Centre-Based Care,47 Farmhouse Bvd,EPPING,VIC,3076,1300366437,"47 Farmhouse Bvd, EPPING, VIC, 3076, Australia",-37.6266466,145.0130218
Avondale Heights Early Years Centre,Moonee Valley City Council,Centre-Based Care,2a Clarendon St,AVONDALE HEIGHTS,VIC,3034,392431622,"2a Clarendon St, AVONDALE HEIGHTS, VIC, 3034, Australia",-37.7658353,144.8621696
Mahogany Kindergarten,Warrnambool City Council,Centre-Based Care,35 Hoddle St,WARRNAMBOOL,VIC,3280,355594540,"35 Hoddle St, WARRNAMBOOL, VIC, 3280, Australia",-38.3666784,142.4666302
"St Mary of the Cross OSHC, Point Cook",MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD,Centre-Based Care,70 Carrick St,POINT COOK,VIC,3030,493213746,"70 Carrick St, POINT COOK, VIC, 3030, Australia",-37.908833,144.7657536
Growing Kids Children Services,Children Heaven Family Day Care Pty Ltd,Family Day Care,U 11  39 Eucumbene Dr,RAVENHALL,VIC,3023,481292443,"U 11  39 Eucumbene Dr, RAVENHALL, VIC, 3023, Australia",,
Al Nur Family Day Care Pty Ltd,AL NUR FAMILY DAY CARE PTY LTD,Family Day Care,"14 Sunnyside Ave,",DANDENONG,VIC,3175,397945804,"14 Sunnyside Ave,, DANDENONG, VIC, 3175, Australia",-37.9820954,145.2230795
St Bernard's Wangaratta PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,"St Bernards Primary School, 2-12 Williams Rd",WANGARATTA,VIC,3677,1300072410,"St Bernards Primary School, 2-12 Williams Rd, WANGARATTA, VIC, 3677, Australia",,
STARFISH EARLY LEARNING CENTRE (NUNAWADING),STARFISH CHILDCARE NUNAWADING PTY LTD ATF STARFISH NUNAWADING TRUST,Centre-Based Care,28 Mountain View Rd,NUNAWADING,VIC,3131,398941688,"28 Mountain View Rd, NUNAWADING, VIC, 3131, Australia",-37.8113739,145.171413
Guardian Childcare & Education Point Cook South,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,37-39 Windorah Dr,POINT COOK,VIC,3030,383750900,"37-39 Windorah Dr, POINT COOK, VIC, 3030, Australia",-37.898901,144.7284318
Busy Bees at Cranbourne North,Baker Street Childcare Education Pty Ltd,Centre-Based Care,2 Aleppo Place,CRANBOURNE,VIC,3977,359914711,"2 Aleppo Place, CRANBOURNE, VIC, 3977, Australia",-38.0853974,145.2909628
Camp Australia - St Gregory the Great School OSHC,Camp Australia Pty Limited,Centre-Based Care,396 Manningham Road,DONCASTER,VIC,3108,413594035,"396 Manningham Road, DONCASTER, VIC, 3108, Australia",-37.7789457,145.1222854
Box Hill North PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Elizabeth Street,BOX HILL NORTH,VIC,3129,1300072410,"Elizabeth Street, BOX HILL NORTH, VIC, 3129, Australia",-37.8004311,145.1235745
Knox Gardens Primary OSHClub,OSHCLUB PTY LTD,Centre-Based Care,Argyle Way,WANTIRNA SOUTH,VIC,3152,432212821,"Argyle Way, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8873176,145.2253656
Donvale Primary School- VillageOSHC,VillageOSHC Pty Ltd,Centre-Based Care,4 Elata Street,DONVALE,VIC,3111,1300366437,"4 Elata Street, DONVALE, VIC, 3111, Australia",-37.8002218,145.1742833
Harkaway Primary School,Harkaway Primary School Council,Centre-Based Care,65 - 67 King Road,HARKAWAY,VIC,3806,397071475,"65 - 67 King Road, HARKAWAY, VIC, 3806, Australia",-38.0017612,145.3451398
Burwood Heights PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Corner Hawthorn Road and Mahoneys Road,BURWOOD EAST,VIC,3151,487004078,"Corner Hawthorn Road and Mahoneys Road, BURWOOD EAST, VIC, 3151, Australia",,
Camp Australia - St John Vianney Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,23 Police Rd,MULGRAVE,VIC,3170,423793662,"23 Police Rd, MULGRAVE, VIC, 3170, Australia",-37.9327469,145.159876
Playmakers Early Learning,3228 CC Ops Pty Ltd,Centre-Based Care,1A Fitzpatrick Drive,ALTONA MEADOWS,VIC,3028,383609609,"1A Fitzpatrick Drive, ALTONA MEADOWS, VIC, 3028, Australia",-37.8716809,144.7609127
Rye PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Lyons Street,RYE,VIC,3941,,"Lyons Street, RYE, VIC, 3941, Australia",-38.3776883,144.8249954
Big Childcare - Parkwood Green PS OSHC,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,Cnr Gourlay Rd & Community Hub,HILLSIDE,VIC,3037,1300273162,"Cnr Gourlay Rd & Community Hub, HILLSIDE, VIC, 3037, Australia",,
Big Childcare - Sydenham/Hillside PS - Hillside Campus,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,Wattle Valley Drive,HILLSIDE,VIC,3037,1300273162,"Wattle Valley Drive, HILLSIDE, VIC, 3037, Australia",-37.686654,144.7354286
Big Childcare – Sydenham/Hillside Sydenham Campus,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,Community Hub,SYDENHAM,VIC,3037,1300273162,"Community Hub, SYDENHAM, VIC, 3037, Australia",-37.7016636,144.7616822
TeamKids - Lysterfield Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Bellfield Dr,LYSTERFIELD,VIC,3156,1300035000,"Bellfield Dr, LYSTERFIELD, VIC, 3156, Australia",-37.9130218,145.2736731
Camp Australia - St Leonards Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,349 Springvale Road,GLEN WAVERLEY,VIC,3150,413597873,"349 Springvale Road, GLEN WAVERLEY, VIC, 3150, Australia",-37.8854842,145.1646773
Holy Trinity CPS TheirCare,TheirCare Pty Ltd,Centre-Based Care,10 Riddell Road,WANTIRNA SOUTH,VIC,3152,1300072410,"10 Riddell Road, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8775993,145.2428614
Eltham East Out of School Hours Care,Eltham East Primary School Council,Centre-Based Care,16 Grove Street,ELTHAM,VIC,3095,03 9431 2228,"16 Grove Street, ELTHAM, VIC, 3095, Australia",-37.7122006,145.1550542
Blackburn PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,185 Whitehorse Road,BLACKBURN,VIC,3130,1300072410,"185 Whitehorse Road, BLACKBURN, VIC, 3130, Australia",-37.8194365,145.1398317
Yarra Road PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Yarra Road Primary School, 222-228 Yarra Rd",CROYDON NORTH,VIC,3136,,"Yarra Road Primary School, 222-228 Yarra Rd, CROYDON NORTH, VIC, 3136, Australia",-37.7665882,145.2737319
Chatham PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,47A Weybridge Street,SURREY HILLS,VIC,3127,1300072410,"47A Weybridge Street, SURREY HILLS, VIC, 3127, Australia",-37.8180013,145.0932518
Complete Kids OSHC Killara,Just Kids (Aust) Pty Ltd,Centre-Based Care,61 Phillip Drive,SUNBURY,VIC,3429,408548678,"61 Phillip Drive, SUNBURY, VIC, 3429, Australia",-37.5644062,144.7042584
Glen Katherine Primary School Year Round Care Program,Glen Katherine Primary School Council,Centre-Based Care,Calendonia Drive,ELTHAM NORTH,VIC,3095,03 9431 2503,"Calendonia Drive, ELTHAM NORTH, VIC, 3095, Australia",-37.6899886,145.1421859
Camp Australia - Camelot Rise Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Galahad Crescent,GLEN WAVERLEY,VIC,3150,438593298,"Galahad Crescent, GLEN WAVERLEY, VIC, 3150, Australia",-37.8647512,145.1852622
TeamKids - Heathmont East Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Louis St,HEATHMONT,VIC,3135,1300035000,"Louis St, HEATHMONT, VIC, 3135, Australia",-37.830056,145.257202
Camp Australia - St Jude the Apostle School OSHC,Camp Australia Pty Limited,Centre-Based Care,53 George Street,SCORESBY,VIC,3179,452247867,"53 George Street, SCORESBY, VIC, 3179, Australia",-37.8890342,145.2205301
Camp Australia - St Andrews Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,110 Greaves Street North,WERRIBEE,VIC,3030,412001494,"110 Greaves Street North, WERRIBEE, VIC, 3030, Australia",-37.9014919,144.6508502
St Michael's PS Ashburton TheirCare,TheirCare Pty Ltd,Centre-Based Care,268 High Street,ASHBURTON,VIC,3147,1300072410,"268 High Street, ASHBURTON, VIC, 3147, Australia",-37.8645032,145.0825485
Ferntree Gully North PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,111 Forest Road,FERNTREE GULLY,VIC,3156,423794680,"111 Forest Road, FERNTREE GULLY, VIC, 3156, Australia",-37.874643,145.29849
TeamKids - Jells Park Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Petronella Avenue,WHEELERS HILL,VIC,3150,1300035000,"Petronella Avenue, WHEELERS HILL, VIC, 3150, Australia",-37.9052777,145.1961041
TeamKids - Cambridge Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Carruthers Drive,HOPPERS CROSSING,VIC,3029,1300035000,"Carruthers Drive, HOPPERS CROSSING, VIC, 3029, Australia",-37.8672488,144.6755767
TeamKids - Blackburn Lake Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Florence Street,BLACKBURN,VIC,3130,1300035000,"Florence Street, BLACKBURN, VIC, 3130, Australia",-37.8294961,145.1659191
Camp Australia - Templeton Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Crestdale Road,WANTIRNA,VIC,3152,452247739,"Crestdale Road, WANTIRNA, VIC, 3152, Australia",-37.860808,145.2323055
Hurstbridge PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Main Road,HURSTBRIDGE,VIC,3099,,"Main Road, HURSTBRIDGE, VIC, 3099, Australia",-37.6403647,145.19228
Camp Australia - Mountain Gate Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Adele Avenue,FERNTREE GULLY,VIC,3156,450776540,"Adele Avenue, FERNTREE GULLY, VIC, 3156, Australia",-37.8868059,145.2676557
Ivanhoe Primary Out of School Hours Care Program,Ivanhoe Primary School Council,Centre-Based Care,Tate Street & Ailsa Grove,IVANHOE,VIC,3079,394995226,"Tate Street & Ailsa Grove, IVANHOE, VIC, 3079, Australia",,
Camp Australia - Scotch College OSHC,Camp Australia Pty Limited,Centre-Based Care,Callantina Rd,HAWTHORN,VIC,3122,401385843,"Callantina Rd, HAWTHORN, VIC, 3122, Australia",-37.8331997,145.0320307
Montrose PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Leith Rd,MONTROSE,VIC,3765,1300072410,"Leith Rd, MONTROSE, VIC, 3765, Australia",-37.8087443,145.3455724
Camp Australia - Glen Waverley Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,774 High Street,GLEN WAVERLEY,VIC,3150,422009098,"774 High Street, GLEN WAVERLEY, VIC, 3150, Australia",-37.8753827,145.1684895
Camp Australia - Holy Family Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,250 Stephensons Rd,MOUNT WAVERLEY,VIC,3149,423795051,"250 Stephensons Rd, MOUNT WAVERLEY, VIC, 3149, Australia",-37.8742972,145.1301952
Tinternvale PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Tintern Avenue,RINGWOOD EAST,VIC,3135,413242876,"Tintern Avenue, RINGWOOD EAST, VIC, 3135, Australia",-37.8185906,145.2657439
TeamKids - Mitcham Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,294 Mitcham Road,MITCHAM,VIC,3132,1300035000,"294 Mitcham Road, MITCHAM, VIC, 3132, Australia",-37.8094925,145.1909106
Camp Australia - Sacred Heart Oakleigh OSHC,Camp Australia Pty Limited,Centre-Based Care,2-4 Mora Ave,OAKLEIGH,VIC,3166,401188896,"2-4 Mora Ave, OAKLEIGH, VIC, 3166, Australia",-37.9022217,145.0901007
Good Shepherd Lutheran OSHClub,OSHCLUB PTY LTD,Centre-Based Care,"Lutheran Primary School, 53-57 Plymouth Rd",CROYDON HILLS,VIC,3136,423777355,"Lutheran Primary School, 53-57 Plymouth Rd, CROYDON HILLS, VIC, 3136, Australia",-37.7811699,145.2689376
Kelly Club OSHC Aitken College,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,1010 Mickleham Road,GREENVALE,VIC,3059,467772667,"1010 Mickleham Road, GREENVALE, VIC, 3059, Australia",-37.627337,144.8881929
Carey OSHClub Kew,OSHCLUB PTY LTD,Centre-Based Care,"Carey Grammar School, 349 Barkers Rd",KEW,VIC,3101,423777331,"Carey Grammar School, 349 Barkers Rd, KEW, VIC, 3101, Australia",,
TeamKids - Brandon Park Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Cootamundra Drive,WHEELERS HILL,VIC,3150,1300035000,"Cootamundra Drive, WHEELERS HILL, VIC, 3150, Australia",-37.9076479,145.1712517
Camp Australia - Clayton North Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,1714 Dandenong Road,CLAYTON NORTH,VIC,3168,424465192,"1714 Dandenong Road, CLAYTON NORTH, VIC, 3168, Australia",-37.9106226,145.120772
Watsonia North PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,16 Sharpes Road,WATSONIA,VIC,3087,1300072410,"16 Sharpes Road, WATSONIA, VIC, 3087, Australia",-37.7005025,145.0811124
Big Childcare - Manor Lakes P-12 College OSHC,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,2-50 Minindee Rd,MANOR LAKES,VIC,3024,1300273162,"2-50 Minindee Rd, MANOR LAKES, VIC, 3024, Australia",-37.8746022,144.6025248
Camp Australia - Glendal Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,55 Nottingham Street,GLEN WAVERLEY,VIC,3150,423794695,"55 Nottingham Street, GLEN WAVERLEY, VIC, 3150, Australia",-37.866788,145.1576859
Camp Australia - Ivanhoe Grammar OSHC,Camp Australia Pty Limited,Centre-Based Care,The Ridgeway,IVANHOE,VIC,3079,401053531,"The Ridgeway, IVANHOE, VIC, 3079, Australia",-37.7737064,145.0439063
Kelly Club OSHC Woodville Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,33-57 Warringa Cres,HOPPERS CROSSING,VIC,3029,1300535590,"33-57 Warringa Cres, HOPPERS CROSSING, VIC, 3029, Australia",-37.8809365,144.6843476
St Dominic's OSHC,BEYOND EDUCARE PTY LTD,Centre-Based Care,145 Highfield Road,CAMBERWELL EAST,VIC,3124,478746424,"145 Highfield Road, CAMBERWELL EAST, VIC, 3124, Australia",,
Camp Australia - The Knox School OSHC,Camp Australia Pty Limited,Centre-Based Care,220 Burwood Highway,WANTIRNA SOUTH,VIC,3152,412801010,"220 Burwood Highway, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8657587,145.2193591
After The Bell Aus- Ruyton Girls School,After the Bell Aus Pty Ltd ATF After The Bell Unit Trust,Centre-Based Care,12 Selbourne Road,KEW,VIC,3101,397586744,"12 Selbourne Road, KEW, VIC, 3101, Australia",-37.8114087,145.0393991
Kelly Club OSHC Camberwell Primary,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,Camberwell Road,CAMBERWELL,VIC,3124,1300535590,"Camberwell Road, CAMBERWELL, VIC, 3124, Australia",-37.8340825,145.0599432
Camp Australia - Genazzano Girls School OSHC,Camp Australia Pty Limited,Centre-Based Care,301 Cotham Road,KEW,VIC,3101,413944342,"301 Cotham Road, KEW, VIC, 3101, Australia",-37.8083529,145.0560364
Essendon Fields Kinder Haven,G8 Education Limited,Centre-Based Care,35 Bristol St,ESSENDON FIELDS,VIC,3041,390941777,"35 Bristol St, ESSENDON FIELDS, VIC, 3041, Australia",-37.7275104,144.8959704
Camp Australia - Mooroolbark East Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,106-112 Taylor Rd,MOOROOLBARK,VIC,3138,434616327,"106-112 Taylor Rd, MOOROOLBARK, VIC, 3138, Australia",-37.7870935,145.3350863
Errol Street North Melbourne Primary Outside School Hours Care,North Melbourne Primary School Council,Centre-Based Care,210 Errol Street,NORTH MELBOURNE,VIC,3051,03 9329 5529,"210 Errol Street, NORTH MELBOURNE, VIC, 3051, Australia",-37.7983245,144.9515657
YMCA – Bendigo Violet Street Primary School OSHC,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,Old Violet Street,BENDIGO,VIC,3550,,"Old Violet Street, BENDIGO, VIC, 3550, Australia",-36.7617975,144.2680855
St Therese's Primary YMCA Outside School Hours Care,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,Albion Street,KENNINGTON,VIC,3550,,"Albion Street, KENNINGTON, VIC, 3550, Australia",-36.7679363,144.2970023
Balwyn North PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Buchanan Ave,BALWYN NORTH,VIC,3104,1300072410,"Buchanan Ave, BALWYN NORTH, VIC, 3104, Australia",-37.7958267,145.0774356
Teddy Bear FDC Scheme,Teddy Bear Family Day Care Pty Ltd,Family Day Care,117 Paisley St,FOOTSCRAY,VIC,3011,396878505,"117 Paisley St, FOOTSCRAY, VIC, 3011, Australia",-37.8004252,144.8938589
Carey Donvale OSHClub,OSHCLUB PTY LTD,Centre-Based Care,9 Era Court,DONVALE,VIC,3111,431532200,"9 Era Court, DONVALE, VIC, 3111, Australia",-37.772439,145.1856673
Belle Vue PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,20 Highview Road,BALWYN NORTH,VIC,3104,1300072410,"20 Highview Road, BALWYN NORTH, VIC, 3104, Australia",-37.7817223,145.0791439
Camp Australia - Springside Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,BECCA WAY,CAROLINE SPRINGS,VIC,3023,434276349,"BECCA WAY, CAROLINE SPRINGS, VIC, 3023, Australia",-37.713117,144.7399016
Kialla Central PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,128 Central Kialla Rd,KIALLA,VIC,3631,476777664,"128 Central Kialla Rd, KIALLA, VIC, 3631, Australia",-36.4524839,145.430789
Toolamba OHSC,TOOLAMBA PRIMARY SCHOOL COUNCIL,Centre-Based Care,69-71 WREN ST,TOOLAMBA,VIC,3614,358265212,"69-71 WREN ST, TOOLAMBA, VIC, 3614, Australia",-36.4903505,145.3441205
Kialla West Primary School OSHC,Kialla West Primary School Council,Centre-Based Care,"Kialla West Primary School, 7370 Goulburn Valley Hwy",KIALLA WEST,VIC,3631,358231333,"Kialla West Primary School, 7370 Goulburn Valley Hwy, KIALLA WEST, VIC, 3631, Australia",-36.4663334,145.3898141
Reservoir West PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,5a Carrington Road,RESERVOIR,VIC,3073,394785238,"5a Carrington Road, RESERVOIR, VIC, 3073, Australia",-37.7229788,144.9901913
Camp Australia - St Joachims Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,25 Broderick Road,CARRUM DOWNS,VIC,3201,423793628,"25 Broderick Road, CARRUM DOWNS, VIC, 3201, Australia",-38.1029037,145.1785215
Cranbourne South PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Pearcedale Rd,CRANBOURNE SOUTH,VIC,3977,498520339,"Pearcedale Rd, CRANBOURNE SOUTH, VIC, 3977, Australia",-38.1595169,145.2433574
