KEYAccidentNumber,DATAccidentDate_accident,TIMAccidentTime_accident,CATAccidentTypeDesc_accident,CATDayOfWeek_accident,CATDCADesc_accident,CATMelwaysPage_accident,CATMelwaysGridRef_X_accident,CATMelwaysGridRef_Y_accident,CATLightConditionDesc_accident,NUMVehiclesInvolved_accident,NUMPersonsInvolved_accident,NUMPersonsInjured_accident,KEYPersonID_person,CATRoadUserTypeDesc_person,CATTakenHospital_person,CATInjuryLevelDesc_person,CATAgeGroup_person,CATPostcode_person,CATGender_person,CATLGAName_node,CATDEGUrbanName_node,NUMLatitude_node,NUMLongitude_node,CATPostcode_node,CATSurfaceConditionDesc_surface,CATSubDCACodeDesc_subdca,CATAtmosphericConditionDesc_atmosphere,CATRoadName_acclocation,CATRoadNameInt_acclocation,CATRoadType_acclocation,CATRoadTypeInt_acclocation,CATEventTypeDesc_accevent,CATObjectTypeDesc_accevent
T20160014716,2016-07-05,20:20:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,E,12,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,40-49,3053.0,M,MELBOURNE,MELB_URBAN,-37.80681485,144.9643708,3000,Wet,Vehicle within intersection,Raining,VICTORIA,FRANKLIN,STREET,STREET,Collision,Not Applicable
T20160014731,2016-07-05,12:37:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,43,F,9,Day,1,2,0,01,Pedestrians, ,Other injury,40-49,3002.0,M,MELBOURNE,MELBOURNE_CBD,-37.81880598,144.9550667,3000,Wet,Vehicle within intersection,Raining,COLLINS,SPENCER,STREET,STREET,Collision,Not Applicable
T20160014764,2016-07-07,10:35:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,H,4,Day,1,2,1,01,Pedestrians,Y,Serious injury,70+,3053.0,M,MELBOURNE,MELB_URBAN,-37.79242385,144.9699093,3053,Wet,Vehicle within intersection,Clear,PRINCES,DRUMMOND,STREET,STREET,Collision,Not Applicable
T20160014849,2016-07-08,07:10:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,C,1,Day,1,2,0,01,Pedestrians,N,Other injury,64-69,3003.0,F,MELBOURNE,MELB_URBAN,-37.81246624,144.9539214,3000,Dry,Vehicle within intersection,Clear,KING,LA TROBE,STREET,STREET,Collision,Not Applicable
T20160014871,2016-07-08,06:40:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,H,4,Dusk/Dawn,1,2,0,01,Pedestrians, ,Other injury,50-59,3844.0,F,MELBOURNE,MELB_URBAN,-37.79257889,144.9713489,3053,Dry,Vehicle within intersection,Clear,PRINCES,RATHDOWNE,STREET,STREET,Collision,Not Applicable
T20160014893,2016-07-08,14:40:00                      ,Struck Pedestrian,Friday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2L,B,10,Day,1,2,0,01,Pedestrians,N,Other injury,40-49,3182.0,M,MELBOURNE,MELB_URBAN,-37.84772055,144.9797315,3004,Dry,Pedestrian standing,Clear,ST KILDA,MOUBRAY,ROAD,STREET,Collision,Not Applicable
T20160014896,2016-07-08,14:30:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2F,A,7,Day,1,2,0,01,Pedestrians, ,Other injury,40-49,,M,MELBOURNE,MELB_URBAN,-37.82143664,144.9538992,3008,Dry,Vehicle within intersection,Clear,FLINDERS,SPENCER,STREET,STREET,Collision,Not Applicable
T20160015341,2016-07-14,16:20:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,Q,6,Dusk/Dawn,1,2,1,01,Pedestrians,Y,Serious injury,40-49,3130.0,M,MELBOURNE,MELBOURNE_CBD,-37.81317518,144.9682712,3000,Dry,Vehicle within intersection,Clear,RUSSELL,MELBOURNE,STREET,PLACE,Collision,Not Applicable
T20160015783,2016-07-19,22:23:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,F,4,Dark No street lights,1,2,0,01,Pedestrians, ,Other injury,30-39,,M,MELBOURNE,MELBOURNE_CBD,-37.81469505,144.957763,3000,Wet,Vehicle within intersection,Raining,LITTLE BOURKE,WILLIAM,STREET,STREET,Collision,Not Applicable
T20160015784,2016-07-06,11:00:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,R,10,Unknown,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3028.0,M,MELBOURNE,MELB_URBAN,-37.81638604,144.9711081,3000,Unknown,Vehicle reversing,Not known,FLINDERS,OLIVER,STREET,LANE,Collision,Not Applicable
T20160015870,2016-07-20,19:25:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,G,4,Dusk/Dawn,1,2,0,01,Pedestrians,N,Serious injury,17-21,3054.0,M,MELBOURNE,MELB_URBAN,-37.79226018,144.9683897,3053,Dry,Vehicle within intersection,Clear,CEMETERY,PRINCES,ROAD,STREET,Collision,Not Applicable
T20160016016,2016-07-21,22:00:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,H,11,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3003.0,M,MELBOURNE,MELB_URBAN,-37.80550463,144.9486553,3003,Dry,Vehicle within intersection,Clear,KING,HAWKE,STREET,STREET,Collision,Not Applicable
T20160016022,2016-07-22,15:10:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,R,6,Day,1,2,0,01,Pedestrians, ,Other injury,60-64,3006.0,M,MELBOURNE,MELB_URBAN,-37.82339084,144.966034,3006,Wet,Vehicle within intersection,Raining,MOORE,SOUTHBANK,STREET,BOULEVARD,Collision,Not Applicable
T20160016230,2016-07-22,22:15:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,Q,5,Dark Street lights unknown,1,2,0,01,Pedestrians, ,Other injury,30-39,3068.0,F,MELBOURNE,MELBOURNE_CBD,-37.81280765,144.9681028,3000,Unknown,Vehicle within intersection,Not known,BOURKE,RUSSELL,STREET,STREET,Collision,Not Applicable
T20160016649,2016-07-30,20:10:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,H,4,Dark Street lights on,1,3,1,02,Pedestrians,Y,Serious injury,16-17,,F,MELBOURNE,MELB_URBAN,-37.79361469,144.9474531,3051,Dry,Vehicle within intersection,Clear,FLEMINGTON,ABBOTSFORD,ROAD,STREET,Collision,Not Applicable
T20160016677,2016-07-30,02:17:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,H,11,Dark Street lights on,1,2,0,01,Pedestrians, ,Fatality,22-25,,F,MELBOURNE,MELB_URBAN,-37.80550463,144.9486553,3003,Dry,Vehicle within intersection,Clear,KING,HAWKE,STREET,STREET,Collision,Not Applicable
T20160016846,2016-08-02,09:58:00                      ,Struck Pedestrian,Tuesday,PARKED CAR RUN AWAY                     ,2A,F,12,Day,1,3,2,02,Pedestrians,Y,Serious injury,17-21,3429.0,F,MELBOURNE,MELB_URBAN,-37.80690079,144.9427542,3003,Dry,Not Required,Clear,DRYBURGH,IRELAND,STREET,STREET,Collision,Not Applicable
T20160016846,2016-08-02,09:58:00                      ,Struck Pedestrian,Tuesday,PARKED CAR RUN AWAY                     ,2A,F,12,Day,1,3,2,03,Pedestrians,Y,Serious injury,22-25,3020.0,M,MELBOURNE,MELB_URBAN,-37.80690079,144.9427542,3003,Dry,Not Required,Clear,DRYBURGH,IRELAND,STREET,STREET,Collision,Not Applicable
T20160016899,2016-08-02,13:45:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,P,3,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3006.0,M,MELBOURNE,MELB_URBAN,-37.82167004,144.9629968,3006,Dry,Vehicle within intersection,Clear,FRESHWATER,SOUTHBANK,PLACE,BOULEVARD,Collision,Not Applicable
T20160016956,2016-07-29,09:00:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2E,K,8,Unknown,1,2,0,01,Pedestrians, ,Other injury,30-39,3006.0,F,MELBOURNE,MELB_URBAN,-37.82184704,144.9521898,3008,Unknown,Vehicle within intersection,Not known,WURUNDJERI,WURUNDJERI,WAY,WAY,Collision,Not Applicable
T20160017019,2016-08-03,06:30:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,N,5,Dusk/Dawn,1,2,0,01,Pedestrians,N,Other injury,unknown,3044.0,F,MELBOURNE,MELBOURNE_CBD,-37.8135308,144.9656335,3000,Wet,Vehicle within intersection,Raining,BOURKE,SWANSTON,STREET,STREET,Collision,Not Applicable
T20160017308,2016-08-07,10:30:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,B,11,Unknown,1,2,1,01,Pedestrians,Y,Serious injury,70+,3039.0,F,MELBOURNE,MELB_URBAN,-37.80586818,144.9558931,3003,Unknown,Vehicle within intersection,Not known,PEEL,VICTORIA,STREET,STREET,Collision,Not Applicable
T20160017645,2016-08-11,09:05:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,H,6,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,,F,MELBOURNE,MELB_URBAN,-37.79748147,144.9704876,3053,Dry,Vehicle within intersection,Not known,ELGIN,RATHDOWNE,STREET,STREET,Collision,Not Applicable
T20160017750,2016-08-13,20:55:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,H,6,Dark Street lights on,1,3,2,01,Pedestrians,Y,Serious injury,70+,3053.0,M,MELBOURNE,MELB_URBAN,-37.79748147,144.9704876,3053,Dry,Vehicle within intersection,Clear,ELGIN,RATHDOWNE,STREET,STREET,Collision,Not Applicable
T20160017750,2016-08-13,20:55:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,H,6,Dark Street lights on,1,3,2,02,Pedestrians,Y,Serious injury,64-69,3121.0,F,MELBOURNE,MELB_URBAN,-37.79748147,144.9704876,3053,Dry,Vehicle within intersection,Clear,ELGIN,RATHDOWNE,STREET,STREET,Collision,Not Applicable
T20160017820,2016-08-14,23:19:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,N,7,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,22-25,3000.0,M,MELBOURNE,MELBOURNE_CBD,-37.81549255,144.9665403,3000,Dry,Vehicle within intersection,Clear,COLLINS,SWANSTON,STREET,STREET,Collision,Not Applicable
T20160018273,2016-08-21,00:15:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2B,D,11,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,22-25,3056.0,M,MELBOURNE,MELB_URBAN,-37.80571728,144.9615501,3053,Dry,Not Required,Clear,BOUVERIE,ALMA,STREET,PLACE,Collision,Not Applicable
T20160018335,2016-08-22,09:46:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,A,8,Day,1,2,0,01,Pedestrians, ,Other injury,40-49,3023.0,F,MELBOURNE,MELB_URBAN,-37.7995618,144.9552257,3000,Unknown,Vehicle within intersection,Clear,GRATTAN,FLEMINGTON REV,STREET,ROAD SERVICE ROAD,Collision,Not Applicable
T20160018427,2016-08-23,12:00:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,L,9,Day,1,2,0,01,Pedestrians, ,Other injury,60-64,3055.0,F,MELBOURNE,MELBOURNE_CBD,-37.81747095,144.9646467,3000,Dry,Vehicle going straight through,Clear,ELIZABETH,FLINDERS,STREET,LANE,Collision,Not Applicable
T20160018604,2016-08-25,14:54:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,T,3,Day,1,2,1,01,Pedestrians,Y,Serious injury,50-59,3000.0,F,MELBOURNE,MELBOURNE_CBD,-37.81012748,144.9696558,3000,Dry,Vehicle within intersection,Clear,EXHIBITION,LONSDALE,STREET,STREET,Collision,Not Applicable
T20160019469,2016-09-06,11:30:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2T,J,1,Day,1,2,0,01,Pedestrians,N,Other injury,70+,3031.0,F,MELBOURNE,MELB_URBAN,-37.78799894,144.9280002,3031,Dry,Vehicle going straight through,Clear,RACECOURSE,CALWELL,ROAD,STREET,Collision,Not Applicable
T20160019584,2016-09-07,16:55:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,D,4,Day,1,2,0,01,Pedestrians,N,Other injury,50-59,3141.0,F,MELBOURNE,MELBOURNE_CBD,-37.81511485,144.9562967,3000,Dry,Vehicle within intersection,Clear,CROMBIE,LITTLE BOURKE,LANE,STREET,Collision,Not Applicable
T20160019625,2016-09-08,07:30:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,A,9,Day,1,2,0,01,Pedestrians,N,Other injury,17-21,3041.0,F,MELBOURNE,MELB_URBAN,-37.8233619,144.9763273,3004,Dry,Vehicle going straight through,Clear,ALEXANDRA,BURNLEY,AVENUE,TUNNEL,Collision,Not Applicable
T20160019730,2016-09-09,11:00:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,N,4,Day,1,2,1,01,Pedestrians,Y,Serious injury,64-69,3056.0,F,MELBOURNE,MELBOURNE_CBD,-37.81254531,144.9651824,3000,Wet,Vehicle within intersection,Raining,LITTLE BOURKE,SWANSTON,STREET,STREET,Collision,Not Applicable
T20160019848,2016-09-10,18:41:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,28,G,11,Dark Street lights on,1,3,0,02,Pedestrians,N,Other injury,22-25,3032.0,F,MELBOURNE,MELB_URBAN,-37.78058876,144.9147435,3031,Wet,Vehicle entering intersection,Raining,EPSOM,UNION,ROAD,ROAD,Collision,Not Applicable
T20160019955,2016-09-12,15:05:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2F,H,7,Day,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3193.0,M,MELBOURNE,MELB_URBAN,-37.82095166,144.9710694,3004,Dry,Not Required,Clear,ALEXANDRA,ST KILDA,AVENUE,ROAD,Collision,Not Applicable
T20160019969,2016-09-12,14:15:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1C,H,6,Day,1,2,0,01,Pedestrians,N,Serious injury,30-39,3031.0,F,MELBOURNE,MELB_URBAN,-37.82549712,144.9571132,3006,Dry,Vehicle within intersection,Not known,CLARENDON,WHITEMAN,STREET,STREET,Collision,Not Applicable
T20160020345,2016-09-17,22:10:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,M,9,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,50-59,3032.0,M,MELBOURNE,MELBOURNE_CBD,-37.81687108,144.9656527,3000,Dry,Vehicle within intersection,Clear,CENTRE,FLINDERS,PLACE,LANE,Collision,Not Applicable
T20160020364,2016-09-18,09:30:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,H,11,Day,1,2,0,01,Pedestrians,N,Other injury,13-15,,F,MELBOURNE,MELB_URBAN,-37.80550463,144.9486553,3003,Dry,Vehicle within intersection,Clear,KING,HAWKE,STREET,STREET,Collision,Not Applicable
T20160020466,2016-09-19,22:13:00                      ,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,F,2,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,70+,3051.0,M,MELBOURNE,MELB_URBAN,-37.79029795,144.9432893,3051,Dry,Vehicle within intersection,Clear,FLEMINGTON,MELROSE,ROAD,STREET,Collision,Not Applicable
T20160020924,2016-09-26,12:07:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,C,11,Day,1,2,1,01,Pedestrians,Y,Serious injury,50-59,3549.0,M,MELBOURNE,MELB_URBAN,-37.80515911,144.9589831,3000,Dry,Pedestrian stepped off median strip,Not known,ELIZABETH,ELIZABETH REV,STREET,STREET SERVICE ROAD,Collision,Not Applicable
T20160021043,2016-09-26,22:00:00                      ,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,A,1,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,unknown,,F,MELBOURNE,MELB_URBAN,-37.81316686,144.9514354,3000,Wet,Vehicle within intersection,Raining,SPENCER,LA TROBE,STREET,STREET,Collision,Not Applicable
T20160021437,2016-10-03,15:34:00                      ,Struck Pedestrian,Monday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2B,G,6,Day,1,2,0,01,Pedestrians,N,Other injury,5-12,,M,MELBOURNE,MELB_URBAN,-37.79609976,144.9677377,3053,Dry,Vehicle entering intersection,Clear,LYGON,PALMERSTON,STREET,STREET,Collision,Not Applicable
T20160021732,2016-09-09,14:15:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1C,K,5,Day,1,2,0,01,Pedestrians,N,Other injury,30-39,,F,MELBOURNE,MELB_URBAN,-37.82423366,144.9586762,3006,Dry,Vehicle within intersection,Clear,KINGS,WHITEMAN,WAY,STREET,Collision,Not Applicable
T20160022459,2016-10-16,04:00:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,N,7,Dark Street lights unknown,1,2,0,01,Pedestrians, ,Other injury,17-21,3752.0,M,MELBOURNE,MELBOURNE_CBD,-37.8154194,144.9667897,3000,Dry,Not Required,Not known,COLLINS,SWANSTON,STREET,STREET,Collision,Not Applicable
T20160022697,2016-10-20,13:59:00                      ,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,2A,F,2,Day,1,2,0,01,Pedestrians,N,Other injury,22-25,3051.0,M,MELBOURNE,MELB_URBAN,-37.79029795,144.9432893,3051,Dry,Guard rail,Clear,FLEMINGTON,MELROSE,ROAD,STREET,Ran off carriageway,Not Applicable
T20160023193,2016-10-25,11:50:00                      ,Struck Pedestrian,Tuesday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1B,N,6,Day,1,2,0,01,Pedestrians, ,Other injury,40-49,3206.0,F,MELBOURNE,MELBOURNE_CBD,-37.81389892,144.9658037,3000,Dry,Boarding,Clear,SWANSTON,BOURKE,STREET,STREET,Collision,Not Applicable
T20160023203,2016-10-11,09:00:00                      ,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,2B,G,12,Day,1,2,0,01,Pedestrians, ,Not injured,unknown,,M,MELBOURNE,MELB_URBAN,-37.80731837,144.9690703,3000,Dry,No vehicle mounted/struck,Clear,VICTORIA,EXHIBITION,STREET,STREET,Rollover on/off carriageway,Not Applicable
T20160023222,2016-10-25,23:30:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1C,H,6,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,22-25,3006.0,F,MELBOURNE,MELB_URBAN,-37.82549712,144.9571132,3006,Dry,Vehicle within intersection,Clear,CLARENDON,WHITEMAN,STREET,STREET,Collision,Not Applicable
T20160023392,2016-01-23,15:00:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,7,Day,1,2,0,01,Pedestrians, ,Other injury,64-69,3377.0,M,MELBOURNE,MELB_URBAN,-37.81906984,144.9541489,3000,Dry,Vehicle entering intersection,Clear,SPENCER,COLLINS,STREET,STREET,Collision,Not Applicable
T20160023515,2016-10-29,18:45:00                      ,Struck Pedestrian,Saturday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2B,B,11,Day,1,2,1,01,Pedestrians,Y,Serious injury,40-49,3032.0,F,MELBOURNE,MELB_URBAN,-37.80604898,144.9575402,3000,Dry,Pedestrian emerged from behindvehicle not known,Clear,VICTORIA,COBDEN,STREET,STREET,Collision,Not Applicable
T20160024349,2016-10-23,18:30:00                      ,Fall from or in moving vehicle,Sunday,FELL IN/FROM VEHICLE                    ,1A,A,7,Unknown,1,2,1,01,Pedestrians,Y,Serious injury,64-69,3121.0,M,MELBOURNE,MELB_URBAN,-37.81839976,144.9538408,3000,Unknown,Fell in vehicle,Clear,SPENCER,FRANCIS,STREET,STREET,Fell in vehicle,Not Applicable
T20160024463,2016-10-18,19:49:00                      ,Struck Pedestrian,Tuesday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1B,P,7,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,,F,MELBOURNE,MELBOURNE_CBD,-37.81529659,144.9672084,3000,Dry,Pedestrian standing,Clear,COLLINS,REGENT,STREET,PLACE,Collision,Not Applicable
T20160024571,2016-10-15,19:20:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,6,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,2155.0,F,MELBOURNE,MELB_URBAN,-37.81816866,144.9537346,3000,Wet,Vehicle within intersection,Raining,SPENCER,LITTLE COLLINS,STREET,STREET,Collision,Not Applicable
T20160024713,2016-11-10,15:10:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,H,5,Day,1,2,0,01,Pedestrians,N,Other injury,40-49,3074.0,M,MELBOURNE,MELB_URBAN,-37.7942008,144.948189,3051,Dry,Vehicle going straight through,Clear,FLEMINGTON,ABBOTSFORD,ROAD,STREET,Collision,Not Applicable
T20160024925,2016-11-19,00:49:00                      ,Struck Pedestrian,Saturday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1A,A,5,Dark Street lights on,2,2,0,01,Pedestrians,N,Other injury,26-29,3075.0,M,MELBOURNE,MELB_URBAN,-37.81687943,144.953142,3000,Dry,Pedestrian standing,Clear,SPENCER,BOURKE,STREET,STREET,Collision,Not Applicable
T20160024972,2016-11-19,18:15:00                      ,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1A,A,7,Day,1,2,0,01,Pedestrians,N,Other injury,30-39,3550.0,M,MELBOURNE,MELB_URBAN,-37.81906984,144.9541489,3000,Dry,Not Required,Clear,SPENCER,COLLINS,STREET,STREET,Collision,Not Applicable
T20160025016,2016-11-20,12:58:00                      ,Struck Pedestrian,Sunday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,2B,B,8,Day,1,3,0,01,Pedestrians,N,Other injury,30-39,3052.0,M,MELBOURNE,MELB_URBAN,-37.7997167,144.9575562,3000,Dry,Pedestrian emerged from behindtram,Clear,ELIZABETH,ROYAL,STREET,PARADE,Collision,Not Applicable
T20160025153,2016-11-21,19:00:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,D,9,Day,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3149.0,M,MELBOURNE,MELB_URBAN,-37.82381127,144.9827097,3004,Dry,Not Required,Clear,SWAN,OLYMPIC,STREET,BOULEVARD,Collision,Not Applicable
T20160025161,2016-11-22,05:20:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,7,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3044.0,F,MELBOURNE,MELB_URBAN,-37.81848057,144.953878,3000,Wet,Vehicle within intersection,Raining,SPENCER,FRANCIS,STREET,STREET,Collision,Not Applicable
T20160025403,2016-11-24,12:55:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,B,11,Day,1,3,1,02,Pedestrians,Y,Serious injury,70+,3001.0,F,MELBOURNE,MELB_URBAN,-37.80586818,144.9558931,3003,Dry,Vehicle within intersection,Clear,PEEL,VICTORIA,STREET,STREET,Collision,Not Applicable
T20160025412,2016-11-24,13:00:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,Q,9,Day,1,2,0,02,Pedestrians, ,Other injury,50-59,3004.0,F,MELBOURNE,MELBOURNE_CBD,-37.81575683,144.9694542,3000,Dry,Vehicle within intersection,Clear,FLINDERS,RUSSELL,LANE,STREET,Collision,Not Applicable
T20160025577,2016-11-26,13:15:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,G,11,Unknown,1,2,0,01,Pedestrians, ,Other injury,17-21,,M,MELBOURNE,MELB_URBAN,-37.80506276,144.9676968,3053,Unknown,Vehicle within intersection,Not known,DRUMMOND,QUEENSBERRY,STREET,STREET,Collision,Not Applicable
